ID,Name,Screen Size (inches),Memory,SSD,GPU,Brand,Operating System,CPU,Color,Resolution,Series,FullName,,,,,
494,HP Victus 15 Gaming Laptop,15.6,16,512,NVIDIA GeForce RTX 3050 Ti,HP,Windows11Home,AMD Ryzen 7,Black,1920x1080,Victus,"HP Victus 15 Gaming Laptop, 15.6"" 144Hz FHD Display, AMD Ryzen 7 5800H Upto 4.4GHz, 16GB RAM, 512GB NVMe SSD, NVIDIA GeForce RTX 3050 Ti, HDMI, DisplayPort via USB-C, Windows 11 Home (677H9UA)",,,,,
495,ASUS ROG Flow Z13 GZ301VV (i9-13900H/8G*2/RTX4060/1TB PCIe/W11/QHD/165Hz/13.4) Touch Gaming Laptop,13.4,,,,,,,,,,ASUS ROG Flow Z13 GZ301VV (i9-13900H/8G*2/RTX4060/1TB PCIe/W11/QHD/165Hz/13.4) Touch Gaming Laptop,,,,,
496,Lenovo ThinkPad T590 Laptop- Intel Core i7- 8565U Quad Core 1.8Ghz,15.6,,,,,,,,,,"Lenovo ThinkPad T590 Laptop- Intel Core i7- 8565U Quad Core 1.8Ghz,16GB,512GB ssd , 15.6"" TFT,Windows 10 PRO - 1 Year Warranty",,,,,
497,HP 2023 Pavilion 15 Business Laptop,15.6,64,2048,Intel Iris Xe Graphics,HP,Windows11Pro,Intel Core i7,Silver,,,"HP 2023 Pavilion 15 Business Laptop, 15.6 FHD Display, 13th Gen Intel 10-Core i7-1355U, 64GB RAM, 2TB PCIe SSD, Intel Iris Xe Graphics, Wi-Fi 6, HDMI, Windows 11 Pro + Battery",,,,,
498,"MSI Laptop Prestige 14Evo Intel Core i5 12th Gen 1240P (1.70GHz) 16GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 14.0"" Windows 11 Pro 64-bit Prestige 14Evo A12M-012",14,16,512,Intel Iris Xe Graphics,MSI,Windows11Pro,Intel Core i5 12th Gen,Carbon Gray,1920x1080,,"MSI Laptop Prestige 14Evo Intel Core i5 12th Gen 1240P (1.70GHz) 16GB Memory 512 GB NVMe SSD Intel Iris Xe Graphics 14.0"" Windows 11 Pro 64-bit Prestige 14Evo A12M-012",,,,,
499,"*OPEN CARTON* Dell Inspiron 3511 15.6"" Full HD LED Laptop",15.6,16,1024,Intel Iris Xe Graphics,DELL,Windows11Pro,Intel Core i7 11th Gen,Black,1920x1080,Inspiron,"*OPEN CARTON* Dell Inspiron 3511 15.6"" Full HD LED Laptop,11th Gen Intel Core i7-1165G7 Processor,16GB DDR4 RAM,1TB SSD, Intel Iris Xe Graphics,Wifi-AC,Bluetooth,HDMI,USB,Windows 11 Pro",,,,,
500,"DELL Grade A Laptop Latitude Intel Core i7 8th Gen 8665U (1.90GHz) 16GB Memory 512 GB SSD Intel UHD Graphics 14.0"" Touchscreen Windows 11 Pro 64-bit 7400",14,16,512,Intel UHD Graphics,DELL,Windows11Pro,Intel Core i7 8th Gen,,1920x1080,Latitude,"DELL Grade A Laptop Latitude Intel Core i7 8th Gen 8665U (1.90GHz) 16GB Memory 512 GB SSD Intel UHD Graphics 14.0"" Touchscreen Windows 11 Pro 64-bit 7400",,,,,
501,"ASUS VivoBook 14"" FHD Laptop | Intel Core i3-1115G4 Processor | 4GB RAM | 128GB SSD | Windows 11 Home in S Mode | Bundle with Wireless Mouse",14,4,128,Intel UHD Graphics,ASUS,Windows11inSmode,Intel Core i3,Grey,,VivoBook,"ASUS VivoBook 14"" FHD Laptop | Intel Core i3-1115G4 Processor | 4GB RAM | 128GB SSD | Windows 11 Home in S Mode | Bundle with Wireless Mouse",,,,,
502,"HP Elitebook 840 G3 14"" Laptop i7 2.6Ghz",14,16,256,Intel UHD Graphics 600,,Windows11Home,Intel Core i7,Aberdeen Silver,,,"HP Elitebook 840 G3 14"" Laptop i7 2.6Ghz, 16GB Mem, 256 SSD, Backlit Win11 USB3",,,,,
503,"Dell Inspiron 15.6"" Full HD TouchScreen Laptop",15.6,16,256,Intel UHD Graphics 630,DELL,Windows10Pro,Intel Core i5 10th Gen,Black,1920x1080,Inspiron,"Dell Inspiron 15.6"" Full HD TouchScreen Laptop,10th Gen Intel Core i5-1035G1,16GB DDR4,256GB SSD,Intel UHD Graphics,Wifi-AC,Bluetooth,HDMI, USB, Windows 10 Pro",,,,,
504,"ASUS Laptop Zenbook Pro Duo Intel Core i7 10th Gen 10870H (2.20 GHz) 16 GB Memory 1 TB PCIe SSD NVIDIA GeForce RTX 3070 Laptop GPU 15.6"" 4K/UHD Touchscreen Windows 10 Pro 64-bit UX582LR-XS74T",15.6,16,1024,NVIDIA GeForce RTX 3070,ASUS,Windows10Pro,Intel Core i7 10th Gen,Celestial Blue,3840x2160,ZenBook Pro Duo,"ASUS Laptop Zenbook Pro Duo Intel Core i7 10th Gen 10870H (2.20 GHz) 16 GB Memory 1 TB PCIe SSD NVIDIA GeForce RTX 3070 Laptop GPU 15.6"" 4K/UHD Touchscreen Windows 10 Pro 64-bit UX582LR-XS74T",,,,,
505,"Microsoft Surface Book Intel Core i5 6th Gen 6300U (2.40GHz) 8GB Memory 128 GB SSD Intel HD Graphics 520 13.5"" Touchscreen 3000 x 2000 Detachable 2-in-1 Laptop Windows 10 Pro 64-Bit CR9-00001",13.5,8,128,Intel HD Graphics 520,Microsoft,Windows10Pro,Intel Core i5 6th Gen,Silver,3000x2000,Surface Book,"Microsoft Surface Book Intel Core i5 6th Gen 6300U (2.40GHz) 8GB Memory 128 GB SSD Intel HD Graphics 520 13.5"" Touchscreen 3000 x 2000 Detachable 2-in-1 Laptop Windows 10 Pro 64-Bit CR9-00001",,,,,
506,Dell Precision 7520 I7-6820HQ 16GB 512GB 4GB Quadro M1200 15.6 FHD Gaming Laptop,15.6,16,512,,DELL,Windows10Pro,Intel Core i7 6th Gen,Black,1920x1080,Precision,Dell Precision 7520 I7-6820HQ 16GB 512GB 4GB Quadro M1200 15.6 FHD Gaming Laptop,,,,,
507,"DELL Laptop Latitude 5480 Intel Core i5 6th Gen 6300U (2.40GHz) 16GB Memory 256 GB SSD Intel HD Graphics 520 14.0"" Windows 10 Pro 64-bit 6R2TF",14,16,256,Intel HD Graphics 520,DELL,Windows10Pro,Intel Core i5 6th Gen,Black,1366x768,Latitude 5480,"DELL Laptop Latitude 5480 Intel Core i5 6th Gen 6300U (2.40GHz) 16GB Memory 256 GB SSD Intel HD Graphics 520 14.0"" Windows 10 Pro 64-bit 6R2TF",,,,,
508,Dell Latitude 5490 Grade A 14''FHD (1920x1080) Business Laptop,14,16,512,,DELL,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,Latitude,"Dell Latitude 5490 Grade A 14''FHD (1920x1080) Business Laptop, Intel Core i5-8350U 1.7Ghz, 16GB DDR4 RAM, 512GB SSD, Wi-Fi, Bluetooth, Windows 10 Pro 64 bit, Webcam",,,,,
509,Dere Laptop V14S 14.1 inch ,14.1,16,512,,,,,Pink,,,"Dere Laptop V14S 14.1 inch ,16GB RAM 1TB SSD, Intel Celeron N5095 ,Business Office Learning Laptop Computer ,Windows 10 Notebook",,,,,
510,"ASUS - 14.0"" Laptop - Intel Celeron N4020 - 4GB Memory - 128GB eMMC - Star Black R410MA-212.BK128-11 Notebook",14,,,,,,,,,,"ASUS - 14.0"" Laptop - Intel Celeron N4020 - 4GB Memory - 128GB eMMC - Star Black R410MA-212.BK128-11 Notebook",,,,,
511,"New ASUS ROG Zephyrus 14"" FHD 144Hz Gaming Laptop | AMD R7-5800HS Processor | NVIDIA GeForce RTX 3060 | 16GB RAM | 1024GB SSD | Backlit Keyboard | Windows 11 Home | Bundled with Gaming Mouse",14,16,1024,NVIDIA GeForce RTX 3060,ASUS,Windows11Home,AMD Ryzen 7 5000 Series,White,,,"New ASUS ROG Zephyrus 14"" FHD 144Hz Gaming Laptop | AMD R7-5800HS Processor | NVIDIA GeForce RTX 3060 | 16GB RAM | 1024GB SSD | Backlit Keyboard | Windows 11 Home | Bundled with Gaming Mouse",,,,,
512,Lenovo IdeaPad 3 Gaming Laptop,15.6,32,512,NVIDIA GeForce RTX 3050 Ti,Lenovo,Windows11Pro,AMD Ryzen 7,Grey,1920x1080,IdeaPad,"Lenovo IdeaPad 3 Gaming Laptop, 15.6"" 120Hz FHD Display, AMD Ryzen 7 6800H Upto 4.7GHz, 32GB RAM, 512GB NVMe SSD, NVIDIA GeForce RTX 3050 Ti, HDMI, DisplayPort, Wi-Fi, Bluetooth, Windows 11 Pro",,,,,
513,ASUS Zenbook Pro Gaming Laptop,16,32,1024,NVIDIA GeForce RTX 3070 Ti,ASUS,Windows11Home,Intel Core i7 12th Gen,Black,2560x1600,ZenBook,"ASUS Zenbook Pro Gaming Laptop, 16"" 165Hz WQXGA Display, Intel Core i7-12650H Upto 4.7GHz, 32GB RAM, 1TB NVMe SSD, NVIDIA GeForce RTX 3070 Ti, HDMI, Thunderbolt, Windows 11 Home (UX6601ZW-DB76)",,,,,
514,"Dell Inspiron 7620 16"" Full HD+ 1920 X 1200  2-in-1 TouchScreen Laptop",16,64,1024,Intel Iris Xe Graphics,DELL,Windows11Pro,Intel Core i7 12th Gen,Silver,1920x1080,Inspiron,"Dell Inspiron 7620 16"" Full HD+ 1920 X 1200  2-in-1 TouchScreen Laptop,12th Gen Intel Core i7-1260P Processor,64GB DDR4,1TB SSD,Intel Iris Xe Graphics,Wifi-AX,Bluetooth,Windows 11 Pro",,,,,
515,"Acer Predator Helios 300 PH315-54-760S Gaming Laptop | Intel i7-11800H | NVIDIA GeForce RTX 3060 Laptop GPU | 15.6"" Full HD 144Hz 3ms IPS Display | 16GB DDR4 | 512GB SSD | Killer WiFi 6 | RGB Keyboard",15.6,,,,,,,,,,"Acer Predator Helios 300 PH315-54-760S Gaming Laptop | Intel i7-11800H | NVIDIA GeForce RTX 3060 Laptop GPU | 15.6"" Full HD 144Hz 3ms IPS Display | 16GB DDR4 | 512GB SSD | Killer WiFi 6 | RGB Keyboard",,,,,
516,"Dell Inspiron 7620 16"" Full HD+ 1920 X 1200  2-in-1 TouchScreen Laptop",16,16,1024,Intel Iris Xe Graphics,DELL,Windows11Pro,Intel Core i7 12th Gen,Silver,1920x1080,Inspiron,"Dell Inspiron 7620 16"" Full HD+ 1920 X 1200  2-in-1 TouchScreen Laptop,12th Gen Intel Core i7-1260P Processor,16GB DDR4,1TB SSD,Intel Iris Xe Graphics,Wifi-AX,Bluetooth,Windows 11 Pro",,,,,
517,"JOHNKANG  Laptop Pro Duo 15.6"" OLED 4K Touchscreen Intel Core i7 12th Gen 12900H (2.50GHz) 16GB Memory 1 TB PCIe SSD  Windows 11 Pro 64-bit",15.6,16,1024,,JOHNKANG,Windows11Pro,i7,Silver,,,"JOHNKANG  Laptop Pro Duo 15.6"" OLED 4K Touchscreen Intel Core i7 12th Gen 12900H (2.50GHz) 16GB Memory 1 TB PCIe SSD  Windows 11 Pro 64-bit",,,,,
518,"New MSI 15.6"" FHD Laptop | Intel Core i7-12650H Processor | 32GB Memory | 1TB SSD | NVIDIA GeForce RTX 4060 | Windows 11 Home | Backlit Keyboard | Black | Bundled with Gaming Mouse",15.6,32,1024,NVIDIA GeForce RTX 4060,MSI,Windows11Home,Intel Core i7 12th Gen,Black,,,"New MSI 15.6"" FHD Laptop | Intel Core i7-12650H Processor | 32GB Memory | 1TB SSD | NVIDIA GeForce RTX 4060 | Windows 11 Home | Backlit Keyboard | Black | Bundled with Gaming Mouse",,,,,
519,ASUS ROG Zephyrus G14 Gaming Laptop,14,40,2048,NVIDIA GeForce RTX 3060,ASUS,Windows11Home,AMD Ryzen 7 7000 Series,MoonLight White,1920x1080,ROG Zephyrus,"ASUS ROG Zephyrus G14 Gaming Laptop, 14"" FHD 144Hz Display, AMD Ryzen 7 5800HS(Beats i7-11800H), NVIDIA GeForce RTX 3060 Graphics, 40GB RAM, 2TB SSD, Backlit Keyboard, Wi-Fi 6, Windows 11 Home",,,,,
520,Acer Spin 3,14,8,512,Intel Iris Plus Graphics,Acer,Windows10,Intel Core i7 10th Gen,Silver,1920x1080,Spin,"Acer Spin 3, 2-in-1 Laptop, 14"" Full HD IPS Touch, 10th Gen Intel Core i7-1065G7, 8GB RAM, 512GB SSD, Rechargeable Active Stylus, SP314-54N-77L5 Notebook PC Computer Tablet",,,,,
521,"Dell Precision 7520 15.6"" FHD Mobile Workstation Laptop",15.6,16,512,NVIDIA Quadro M2000M,,Windows10Pro,Intel Core i7 7th Gen,Black,,,"Dell Precision 7520 15.6"" FHD Mobile Workstation Laptop, Intel Core i7-7820 Professor, 2.9GHz, 16GB DDR4 RAM, 512GB SSD, NVIDIA Quadro M2000M 4 GB, Wi-Fi, Bluetooth, Camera, Windows 10 Pro 64 Bit",,,,,
522,Lenovo ThinkPad T480s Touchscreen Laptop,14,24,512,,,Windows10Pro,,Black,,,"Lenovo ThinkPad T480s Touchscreen Laptop, 14"" IPS FHD (1920x1080) Matte Display, Intel Core i7-8650U 4.20 GHz, 24GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Windows 10 Pro",,,,,
523,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H",15.6,64,2048,NVIDIA GeForce GTX 1650 Ti,Lenovo,Windows10Pro,Intel Core i7 10th Gen,Black,1920x1080,ThinkPad,"Lenovo ThinkPad X1 Extreme Gen 3 15.6"" FHD (Intel 6-Core i7-10750H, 64GB RAM, 2TB PCIe SSD, GTX 1650 Ti) Mobile Workstation Laptop, 2 x Thunderbolt 3, Backlit, Fingerprint, Windows 10 Pro",,,,,
524,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",15.6,16,256,Intel UHD Graphics 620,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black Textured,1920x1080,ThinkPad,"Lenovo ThinkPad T580 - Intel Core i5 8350U 1.7GHz Quad Core - 256GB SSD - 16GB RAM - WiFi - Bluetooth - 15.6"" FHD (1920x1080) Display - Windows 10 Pro - AC Adapter Included",,,,,
525,Lenovo ThinkPad T580 15.6'' FHD Business Laptop Computer,15.6,16,256,,,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,,"Lenovo ThinkPad T580 15.6'' FHD Business Laptop Computer, Intel Core i5-8350U Processor, 16GB RAM, 256GB SSD, Backlit Keyboard, HDMI, CAM, Bluetooth, Windows 10 Pro",,,,,
526,Lenovo ThinkPad T480s FHD (1920x1080) 14.0''Business Laptop,14,24,512,Intel UHD Graphics,,Windows10Pro,Intel Core i7 8th Gen,Black,1920x1080,,"Lenovo ThinkPad T480s FHD (1920x1080) 14.0''Business Laptop, Intel Core i7-8650 Processor, up to 3.7GHz, 24GB DDR4 RAM, 512GB SSD, Backlit Keyboard, Wi-Fi, Fingerprint, Bluetooth, Windows 10 Pro 64bit",,,,,
527,Lenovo Laptop X1 Carbon Gen6 14.0'' FHD Laptop,14,16,512,Intel UHD Graphics 620,,Windows10Pro,Intel Core i7 8th Gen,Black,1920x1080,,"Lenovo Laptop X1 Carbon Gen6 14.0'' FHD Laptop, Intel Core i7 8th Gen 8650 (1.80GHz), 16GB Memory, 512GB SSD, Intel UHD Graphics 620, Fingerprint, Backlit Keyboard, Home, Education, Gaming, Win 10 Pro",,,,,
528,"Microsoft Laptop Surface Laptop 4 Intel Core i7 11th Gen 1185G7 (3.00GHz) 16 GB LPDDR4X Memory 512 GB SSD Intel Iris Xe Graphics 13.5"" Touchscreen Windows 10 Home 64-bit 5EB-00001",13.5,16,512,Intel Iris Xe Graphics,Microsoft,Windows10Home🙋‍♀️MicrosoftWindows11ProUpgrade‍👉CheckABS/HelixcomputerswithWindows11,Intel Core i7 11th Gen,Matte Black with metal palm rest,2256x1504,Surface Laptop 4,"Microsoft Laptop Surface Laptop 4 Intel Core i7 11th Gen 1185G7 (3.00GHz) 16 GB LPDDR4X Memory 512 GB SSD Intel Iris Xe Graphics 13.5"" Touchscreen Windows 10 Home 64-bit 5EB-00001",,,,,
529,"ASUS - ROG Zephyrus 15.6"" QHD Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3080 - 1TB SSD - Eclipse Grey - Eclipse Grey GA503QS-212.R93080 Notebook PC Computer",15.6,,,,,,,,,,"ASUS - ROG Zephyrus 15.6"" QHD Gaming Laptop - AMD Ryzen 9 - 16GB Memory - NVIDIA GeForce RTX 3080 - 1TB SSD - Eclipse Grey - Eclipse Grey GA503QS-212.R93080 Notebook PC Computer",,,,,
530,"New HP 17.3"" HD+ Laptop | Intel Core i3-1125G4 Processor | 16GB Memory | 1024GB SSD | Intel UHD Graphics | Windows 11 Home in S Mode | Natural Silver | Bundle with Portable Laptop Stand",17.3,16,1024,Intel UHD Graphics,HP,Windows11inSmode,Intel Core i3 11th Gen,Natural Silver,,,"New HP 17.3"" HD+ Laptop | Intel Core i3-1125G4 Processor | 16GB Memory | 1024GB SSD | Intel UHD Graphics | Windows 11 Home in S Mode | Natural Silver | Bundle with Portable Laptop Stand",,,,,
531,"HP 2022 Newest 15.6"" FHD Display Laptop",15.6,32,1024,Intel Iris Xe Graphics,HP,Windows11Home,Intel Core i5,Silver,1920x1080,,"HP 2022 Newest 15.6"" FHD Display Laptop, Intel Core i5-1135G7 up to 4.2GHz (Beats i7-1065G7), 32GB RAM, 1TB SSD, Intel Iris Xe Graphics, Webcam, Wi-Fi, Bluetooth, Windows 11 Home, CEFESFY Accessories",,,,,
532,"New MSI 15.6"" FHD Laptop | Intel Core i7-12650H Processor | 16GB Memory | 1TB SSD | NVIDIA GeForce RTX 4060 | Windows 11 Home | Backlit Keyboard | Black | Bundled with Gaming Mouse",15.6,16,1024,NVIDIA GeForce RTX 4060,MSI,Windows11Home,Intel Core i7 12th Gen,Black,,,"New MSI 15.6"" FHD Laptop | Intel Core i7-12650H Processor | 16GB Memory | 1TB SSD | NVIDIA GeForce RTX 4060 | Windows 11 Home | Backlit Keyboard | Black | Bundled with Gaming Mouse",,,,,
533,"HP EliteBook 850 G6 15.6"" FHD Laptop - i7-8565U (1.80GHz) - GRADE B - 16GB DDR4 RAM - 1TB PCIe SSD - 1920 x 1080 - Windows 11 Pro",15.6,16,1024,,HP,Windows11Pro,,,1920x1080,EliteBook,"HP EliteBook 850 G6 15.6"" FHD Laptop - i7-8565U (1.80GHz) - GRADE B - 16GB DDR4 RAM - 1TB PCIe SSD - 1920 x 1080 - Windows 11 Pro",,,,,
534,ASUS ROG Strix SCAR 17 (2023) Gaming Laptop,17.3,64,2048,NVIDIA GeForce RTX 4090,XOTIC PC,Windows11Pro,AMD Ryzen 9,Black,2260x1400,ROG Strix SCAR 17,"ASUS ROG Strix SCAR 17 (2023) Gaming Laptop, 17.3 QHD 240Hz/3ms, 100% DCI-P3 Display, GeForce RTX 4090, AMD Ryzen 9 7945HX, 64GB DDR5, 2TB PCIe SSD, Wi-Fi 6E, Windows 11 Pro, G733PY-XS96",,,,,
535,"Dell Latitude 5501 15.6"" FHD Business Laptop - 9th Gen i7-9850H 6 Core Processor (speeds upto 4.60GHz)",15.6,32,512,Intel HD Graphics 630,Dell,Windows10Pro,Intel Core i7 9th Gen,Black,1920x1080,Latitude,"Dell Latitude 5501 15.6"" FHD Business Laptop - 9th Gen i7-9850H 6 Core Processor (speeds upto 4.60GHz), 32GB DDR4 Memory, 512GB SSD, WebCam, Windows 10 Pro, Under Dell Warranty until FALL 2022",,,,,
536,"Dell Latitude 7480 Laptop 14 -  Intel Core i7 6th Gen - i7-6600U - 3.4Ghz - 512GB SSD - 16GB RAM - 1920x1080 FHD -  14.0"" Windows 11 Pro items.not-set 512 GB",14,16,512,,Dell,Windows11Pro,Intel Core i7 6th Gen,Black,1920x1080,Latitude,"Dell Latitude 7480 Laptop 14 -  Intel Core i7 6th Gen - i7-6600U - 3.4Ghz - 512GB SSD - 16GB RAM - 1920x1080 FHD -  14.0"" Windows 11 Pro items.not-set 512 GB",,,,,
537,HP OMEN 16 Gaming Laptop,16.1,32,512,NVIDIA GeForce RTX 3060,HP,Windows11Pro,AMD Ryzen 7,Silver,1920x1080,OMEN,"HP OMEN 16 Gaming Laptop, 16.1"" 144Hz FHD Display, AMD Ryzen 7 6800H Upto 4.7GHz, 32GB RAM, 512GB NVMe SSD, NVIDIA GeForce RTX 3060, HDMI, DisplayPort via USB-C, Windows 11 Pro",,,,,
538,Lenovo ThinkPad L380 Yoga 2-in-1 Laptop,13.3,16,512,,,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,,"Lenovo ThinkPad L380 Yoga 2-in-1 Laptop, 13.3"" FHD Touchscreen, Intel Core i5-8250U, 16GB RAM, 512GB SSD, Fingerprint Reader, Backlit Keyboard, for Education, Gaming, Business, Windows10 Pro 64 bit",,,,,
539,"HP 470 G9 17.3"" Laptop i7-1255U 16GB 512GB SSD W11P 6Z0W9UT",17.3,16,512,NVIDIA GeForce MX550,HP,Windows11Pro,Intel Core i7,,1920x1080,,"HP 470 G9 17.3"" Laptop i7-1255U 16GB 512GB SSD W11P 6Z0W9UT",,,,,
540,HP 15 Laptop,15.6,16,256,Intel UHD Graphics,HP,Windows10Pro,Intel Core i3 11th Gen,Silver,1920x1080,,"HP 15 Laptop, 15.6"" IPS FHD Display, Intel Core i3-1115G4 Upto 4.1GHz, 16GB RAM, 256GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 10 Pro S",,,,,
541,ASUS TUF Gaming F15 Gaming Laptop,15.6,32,1024,NVIDIA GeForce RTX 3050 Ti,,Windows10Pro‍👉CheckgamingpcwithWindows11Pro,Intel Core i7 11th Gen,Gray,1920x1200,Raider,"ASUS TUF Gaming F15 Gaming Laptop, 15.6 144Hz FHD IPS-Type Display, Intel Core i7-11800H Processor, GeForce RTX 3050 Ti, 32GB DDR4  1TB PCIe SSD, Backlit Keyboard Win10 Pro",,,,,
542,"Lenovo ThinkPad X280 12.5"" LCD Ultrabook Grade A Business Laptop",12.5,16,256,Intel UHD Graphics,Lenovo,Windows10Pro,Intel Core i5 8th Gen,Black,1920x1080,X Series,"Lenovo ThinkPad X280 12.5"" LCD Ultrabook Grade A Business Laptop, Intel Core i5-8250U Quad-core 2.60GHz Professor, 8GB DDR4 RAM, 256GB SSD, Wi-Fi, Bluetooth, Windows 10 Pro 64-bit",,,,,
543,"ASUS TUF Gaming - 15.6"" 144 Hz - Intel Core i9 13th Gen 13900H (2.60GHz) - NVIDIA GeForce RTX 4050 Laptop GPU - 16 GB DDR4 - 512 GB PCIe SSD - Windows 11 Home - Gaming Laptop (FX507VU-DS91-CA )",15.6,16,512,NVIDIA GeForce RTX 4050,ASUS,Windows11Home,Intel Core i9 13th Gen,Mecha Gray,1920x1080,TUF Gaming,"ASUS TUF Gaming - 15.6"" 144 Hz - Intel Core i9 13th Gen 13900H (2.60GHz) - NVIDIA GeForce RTX 4050 Laptop GPU - 16 GB DDR4 - 512 GB PCIe SSD - Windows 11 Home - Gaming Laptop (FX507VU-DS91-CA )",,,,,
544,ASUS Vivobook 15.6 FHD PC Laptop,15.6,,,,,,,,,,"ASUS Vivobook 15.6 FHD PC Laptop, Intel i3-N305, 8GB, 256GB, Windows 11, Green Grey, E1504GA-WS34 Notebook PC",,,,,
545,2022 ASUS ROG Zephyrus 3060 Gaming Laptop,14,16,1024,NVIDIA GeForce RTX 3050,,Windows11Home,AMD Ryzen 7 5000 Series,White,,,"2022 ASUS ROG Zephyrus 3060 Gaming Laptop, 14"" FHD 144Hz, AMD 8-Core Ryzen 7 5800HS up to 4.4GHz, GeForce RTX 3060, 16GB RAM, 1TB PCIe SSD, USB-C, WiFi 6, Backlit, Mytrix HDMI 2.1 Cable, Win 11",,,,,
546,"Dell Latitude E6530 15"" Laptop - Intel Core i5 -3380m 2.9GHz - 8gb RAM - 256GB SSD - 15.6"" HD Screen - NO WEBCAM - DVD-RW - Windows 10 Pro",15.6,8,256,,Dell,Windows10Pro,Intel Core i5 3rd Gen,,1360x768,Latitude,"Dell Latitude E6530 15"" Laptop - Intel Core i5 -3380m 2.9GHz - 8gb RAM - 256GB SSD - 15.6"" HD Screen - NO WEBCAM - DVD-RW - Windows 10 Pro",,,,,
547,"Business Laptop Dell Latitude E6520 15.6"" Windows 10 Professional",15.6,16,512,Intel HD Graphics 3000,,Windows10Pro,Intel Core i7 2nd Gen,Aluminum Silver,1366x768,Latitude,"Business Laptop Dell Latitude E6520 15.6"" Windows 10 Professional, Intel Core i7-2620M, 2.70 GHz, 16GB RAM, 512GB SSD Solid State Drive, HDMI, DVD, Numeric Keypad, Webcam, Bluetooth, Wi-Fi, USB 2.0",,,,,
548,"Acer - Predator Helios 300 - 15.6"" QHD Gaming Laptop Intel Core i7 NVIDIA GeForce RTX 3070 Ti - 16GB DDR5 1TB SSD - Black PH315-55-795C Notebook Laptop",15.6,,,,,,,,,,"Acer - Predator Helios 300 - 15.6"" QHD Gaming Laptop Intel Core i7 NVIDIA GeForce RTX 3070 Ti - 16GB DDR5 1TB SSD - Black PH315-55-795C Notebook Laptop",,,,,
549,ASUS VivoBook S 15 OLED Laptop,15.6,16,1024,Intel Iris Xe Graphics,ASUS,Windows11Home,Intel Core i9 13th Gen,Midnight Black,2800x1620,Vivobook S 15 OLED,"ASUS VivoBook S 15 OLED Laptop, 15.6” 2.8K 120Hz Display, Intel Evo Platform, Intel Core i9-13900H CPU, 16GB RAM, 1TB SSD, Windows 11 Home, Midnight Black, K5504VA-ES96",,,,,
550,"MSI Bravo 15 15.6"" 144Hz Gaming Laptop AMD Ryzen R7-7735HS RTX4060 32GB 1TB NVMe SSD Win11",,32,1024,NVIDIA GeForce RTX 4060,MSI,Windows11Home,AMD Ryzen 7 7000 Series,Aluminum Black,1920x1080,Bravo 15,"MSI Bravo 15 15.6"" 144Hz Gaming Laptop AMD Ryzen R7-7735HS RTX4060 32GB 1TB NVMe SSD Win11",,,,,
551,ASUS L510MA Laptop,15.6,4,128,Intel UHD Graphics 600,ASUS,Windows10Home🙋‍♀️MicrosoftWindows11ProUpgrade‍👉CheckABS/HelixcomputerswithWindows11,Intel Celeron,Black,1920x1080,,"ASUS L510MA Laptop, 15.6"" FHD Display, Intel Celeron N4020 Upto 2.8GHz, 4GB RAM, 128GB eMMC, HDMI, Wi-Fi, Bluetooth, Windows 10 Home S (L510MA-WB04)",,,,,
552,"Dell Inspiron 15.6"" Full HD TouchScreen Laptop",15.6,16,256,Intel UHD Graphics 630,DELL,Windows10Pro,Intel Core i5 10th Gen,Black,1920x1080,Inspiron,"Dell Inspiron 15.6"" Full HD TouchScreen Laptop,10th Gen Intel Core i5-1035G1,16GB DDR4,256GB SSD Plus 1TB HDD,Intel UHD Graphics,Wifi-AC,Bluetooth,HDMI, USB, Windows 10 Pro",,,,,
553,HP 15 Laptop,15.6,32,512,Intel Iris Xe Graphics,HP,Windows11Pro,Intel Core i5 11th Gen,Silver,1920x1080,,"HP 15 Laptop, 15.6"" IPS FHD Display, Intel Core i5-1135G7 Upto 4.2GHz, 32GB RAM, 512GB NVMe SSD, HDMI, Card Reader, Wi-Fi, Bluetooth, Windows 11 Pro",,,,,
554,"Dell Precision 5000 5560 Workstation Laptop (2021) | 15.6"" FHD+ | Core i7 - 512GB SSD - 32GB RAM - Nvidia T1200 | 8 Cores @ 4.6 GHz - 11th Gen CPU",15.6,32,512,NVIDIA T1200,DELL,Windows10Pro,Intel Core i7 11th Gen,Gray,1920x1200,Precision,"Dell Precision 5000 5560 Workstation Laptop (2021) | 15.6"" FHD+ | Core i7 - 512GB SSD - 32GB RAM - Nvidia T1200 | 8 Cores @ 4.6 GHz - 11th Gen CPU",,,,,
