ID,Name,Price,Rating,Number of Ratings,Product Information
179,"ECOHERO 2023 Laptop, 14"" 1920x1080 FHD IPS Screen, 12GB DDR4 RAM/256GB NVMe SSD, Intel N5095 Quad Core, Windows 11 laptops Computers, 2.4G/5G WiFi, Bluetooth 4.2, Support Type c PD3.0 Fast Charging",$299.00,4.1 out of 5 stars,115,Display Size|:|14.1 inches|Disk Size|:|256 GB|RAM|:|12.0 GB|Operating System|:|Windows 11 Pro
180,"Lenovo IdeaPad 15.6"" Laptop Newest Anti-Glare Display, 20GB RAM, 1TB SSD, AMD Dual-core Processor, WiFi6 Bluetooth 5.0, 9.5Hr Battery, Windows 11 +GM Accessories (Renewed)",$159.00,2.5 out of 5 stars,3,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|-|Operating System|:|Windows 11 S
181,"Lenovo 15.6"" Touchscreen Laptop, Intel Core i5-1135G7 Processor, 20GB RAM, 1TB SSD, IdeaPad 3, 15.6 inch FHD Display, Wi-Fi 6 & Bluetooth 5, Long Battery Life, Windows 11, 1 Year Microsoft 365",$649.00,1.0 out of 5 stars,1,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11
182,"Dell Latitude 3490 14"" FHD(1920 x 1080) Laptop, Intel Core i5-8250 Processor, 1.6GHz, Up to 3.4GHz, 16GB DDR4 RAM, 512GB SSD, Camera, Windows 10 Pro 64-bit (Renewed)",$205.90,4.3 out of 5 stars,372,Display Size|:|14 inches|Disk Size|:|512 GB|RAM|:|-|Operating System|:|Windows 10 Pro
183,"HP 14 Laptop, AMD Ryzen 5 5500U, 8 GB RAM, 256 GB SSD Storage, 14-inch Full HD Display, Windows 11 Home, Thin & Portable, Micro-edge & Anti-glare Screen, Long Battery Life (14-fq1025nr, 2021)",$429.99,4.4 out of 5 stars,"1,179",Display Size|:|14 inches|Disk Size|:|256 GB|RAM|:|8 GB|Operating System|:|Windows 11 Home
184,Dell Chromebook 3120 Laptop Computer Intel Dual Core 4GB RAM 16GB SSD WiFi HDMI (Renewed),$50.00,4.0 out of 5 stars,190,Display Size|:|11 inches|Disk Size|:|-|RAM|:|4.0 GB|Operating System|:|Chrome OS
185,HP Elitebook 840 G5 Laptop Intel Core i7 1.80 GHz 16Gb Ram 512GB SSD Windows 10 Pro-64 (Renewed),$365.88,4.1 out of 5 stars,266,Display Size|:|14 inches|Disk Size|:|512 GB|RAM|:|16 GB|Operating System|:|Windows 10 Pro
186,"HP 15.6 inch Laptop, FHD Display, 12th Gen Intel Core i5, 16 GB RAM, 512 GB SSD, Intel Iris Xe Graphics, Windows 11 Home, 15-dy5399nr (2023)",$599.99,4.3 out of 5 stars,105,Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|16 GB|Operating System|:|Windows 11 Home
187,"SGIN 17 Inch Windows 11 Laptop, 24GB RAM 512GB SSD Laptops Computer with Intel Celeron Quad Core Processor(Up to 2.9 GHz), IPS Display, Mini HDMI, Webcam, Dual Wi-Fi,Bluetooth, 512GB Expansion","$1,599.99",4.3 out of 5 stars,"1,687",Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|12 GB|Operating System|:|Windows 11
188,"ASUS VivoBook 15.6"" FHD Business Laptop Newest, 6 Cores AMD Ryzen 5 Processor, 16GB RAM 1TB SSD, Backlit Keyboard, 180° Lay-Flat Hinge, Windows11, Blue +CUE Accessories",$599.00,4.3 out of 5 stars,24,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|-|Operating System|:|Windows 11
189,Samsung Chromebook 3 Intel N3060 4GB 16GB 11.6-inch LED Google Chrome OS Laptop (Renewed),$65.00,4.0 out of 5 stars,77,Display Size|:|11.6 inches|Disk Size|:|16 GB|RAM|:|16 GB|Operating System|:|Chrome OS
190,"Lenovo ThinkPad T460 14 inches HD, Core i5-6300U 2.4GHz, 16GB RAM, 512GB Solid State Drive, Windows 10 Pro 64Bit, (Renewed)",$151.67,4.2 out of 5 stars,97,Display Size|:|14 inches|Disk Size|:|512 GB|RAM|:|16 GB|Operating System|:|Windows 10 Pro
191,"HP 2022 15.6"" HD BrightView Laptop, Intel Pentium Silver N5030 Processor, 8GB RAM, 256GB PCIe SSD, Intel HD Graphics 605, 720p HD Webcam, Stereo Speakers, Blue, Windows 11, 32GB USB Card",$389.00,4.4 out of 5 stars,417,Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|8 GB|Operating System|:|Windows 11 Home
192,"ASUS VivoBook 16 Laptop, 16” WUXGA (1920 x 1200) 16:10 Display, AMD Ryzen 5 7530U CPU, AMD Radeon™ Graphics, 8GB RAM, 512GB SSD, Fingerprint Sensor, Windows 11 Home, Indie Black, M1605YA-ES52",$599.99,4.5 out of 5 stars,110,Display Size|:|16 inches|Disk Size|:|512 GB|RAM|:|8 GB|Operating System|:|Windows 11 Home
193,"Lenovo Newest IdeaPad Laptop, 14.0"" HD Display,Intel Pentium N5030, 4GB DDR4 RAM, 256GB Space (128G emmc+128G Card), 1-Year Office 365, Webcam, HDMI, WiFi 6, Bluetooth, Windows 11, Cloud Grey, JVQ MP",$229.00,4.3 out of 5 stars,42,Display Size|:|14 inches|Disk Size|:|128 GB|RAM|:|4|Operating System|:|Windows 11 S
194,"HP Chromebook 11 G7 EE 11.6"" Laptop, Intel Celeron N4000, 4GB RAM, 16GB eMMC SSD (6QY22UT#ABA) (Renewed)",$72.95,3.5 out of 5 stars,3,Display Size|:|11.6 inches|Disk Size|:|16 GB|RAM|:|16 GB|Operating System|:|Windows 10 Pro
195,"Apple 2022 MacBook Pro Laptop with M2 chip: 13-inch Retina Display, 8GB RAM, 512GB ​​​​​​​SSD ​​​​​​​Storage, Touch Bar, Backlit Keyboard, FaceTime HD Camera. Works with iPhone and iPad; Silver","$1,299.00",4.7 out of 5 stars,"1,076",Display Size|:|13.3 inches|Disk Size|:|512 GB|RAM|:|8 GB|Operating System|:|Mac OS
196,"SAMSUNG 16"" Galaxy Book3 Pro Business Laptop Computer/Windows 11 PRO / 16GB / 512GB, 13th Gen Intel® Core i5-1340P Processor, Evo Certified, Lightweight, 2023 Model, NP964XFG-KC2US, Graphite","$1,449.99",5.0 out of 5 stars,9,Display Size|:|16 inches|Disk Size|:|0 TB|RAM|:|16 GB|Operating System|:|Windows 11 Pro
197,"acer 2023 Newest Aspire 5 Slim Laptop, 15.6"" Full HD Display, 12GB RAM, 1TB SSD Storage, AMD Ryzen 4-Core Processor, Backlit Keyboard, Fingerprint Login, HDMI, Ethernet Port, Type-C, Windows 11 S",$453.99,4.3 out of 5 stars,19,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|12.0 GB|Operating System|:|Windows 11 S
198,"Acer Chromebook 317 CB317-1H-C6RK Laptop | Intel Celeron N4500 | 17.3"" Full HD IPS Display | 4GB LPDDR4X | 128GB eMMC | Intel Wireless Wi-Fi 6 AX201 802.11ax | Chrome OS, Silver",$345.58,4.4 out of 5 stars,"1,273",Display Size|:|17.3|Disk Size|:|128 GB|RAM|:|4|Operating System|:|Chrome OS
199,"Dell Inspiron 7630 Laptop - Intel Core i7-13700H, 16-inch 16:10 2.5K Display, 16GB LPDDR5 RAM, 512GB SSD, NVIDIA GeForce RTX 3050 6GB GDDR6, Services Included, Windows 11 Pro - Silver","$1,399.99",4.1 out of 5 stars,157,Display Size|:|16 inches|Disk Size|:|-|RAM|:|32 GB|Operating System|:|Windows 11 Pro
200,"Dell Inspiron 16 5635 Laptop - AMD Ryzen 7-7730U, QHD 16 inch, 16GB LPDDR4x RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver","$1,049.99",4.1 out of 5 stars,156,Display Size|:|16 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
201,"SAMSUNG 16"" Galaxy Book3 Pro Business Laptop Computer/Windows 11 PRO / 16GB / 512GB, 13th Gen Intel® Core i5-1340P Processor, Evo Certified, Lightweight, 2023 Model, NP964XFG-KC2US, Graphite","$1,449.99",5.0 out of 5 stars,9,Display Size|:|16 inches|Disk Size|:|0 TB|RAM|:|16 GB|Operating System|:|Windows 11 Pro
202,"Lenovo IdeaPad 3 Laptop, 14"" FHD Display, Intel Core i5-1135G7 Processor, 20GB RAM, 1TB PCIe SSD, Webcam, SD Card Reader, Wi-Fi 6, Windows 11 Home, Grey",$519.99,4.9 out of 5 stars,12,Display Size|:|14 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11 Home
203,"HP Pavilion 14-inch HD Laptop, Intel Core i5-1135G7 (Beats i7-1065G7), Intel Iris Xe Graphics, Long Battery Life, Webcam, HDMI, WiFi, Bluetooth, Windows11 (16GB RAM | 1TB SSD)",$599.00,4.8 out of 5 stars,15,Display Size|:|14 inches|Disk Size|:|1 TB|RAM|:|16.0 GB|Operating System|:|Windows 11
204,"Windows 11 Laptop,13.5 Inch Celeron N4120 Quad core, 8GB RAM+256GB SSD, Thin & Light Notebook PC,3000x2000 3K IPS Panel, 5G+AC WiFi, All-Metal Body, Backlit Keyboard, Finger Print, WPS, Gray",$189.99,3.0 out of 5 stars,22,Display Size|:|13.5|Disk Size|:|256 GB|RAM|:|8.0 GB|Operating System|:|Windows 11
205,Apple MacBook Air MD711LL/B 11.6-Inch Laptop (Renewed),$235.00,4.2 out of 5 stars,295,Display Size|:|11.6 inches|Disk Size|:|1 GB|RAM|:|4 GB|Operating System|:|OS X 10.8 Mountain Lion
206,"HP 2023 Newest Laptop, 17.3"" HD+ Touchscreen Display, AMD Ryzen 3 5300U Processor (Beats i5-10210U), 16GB RAM, 1TB SSD, Wi-Fi 6, Backlit KB, FP Reader, Webcam, HDMI, Windows 11 Home, Blue",$629.00,,,Display Size|:|17.3 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11 Home
207,Dell Latitude 7400 Laptop 14 Intel Core i7 8th Gen i7-8665U Dual Core 512GB SSD 16GB 1920x1080 FHD Windows 10 Pro (Renewed),$313.86,4.1 out of 5 stars,41,Display Size|:|14.00 inches|Disk Size|:|512 GB|RAM|:|16.00 GB|Operating System|:|Windows 10 Pro
208,"Azeyou Newest 14.1"" Thin Light Business Student Laptop Computer, up to 2.8GHz Celeron N4020 Processor, 4GB DDR4 RAM, 64GB Storage, 2MP Webcam, WiFi, Bluetooth, Windows 11 Laptop Blue",$189.99,4.3 out of 5 stars,9,Display Size|:|14.1 inches|Disk Size|:|64 GB|RAM|:|4.0 GB|Operating System|:|Windows 11
209,"SGIN 17 Inch Windows 11 Laptop, 24GB RAM 512GB SSD Laptops Computer with Intel Celeron Quad Core Processor(Up to 2.9 GHz), IPS Display, Mini HDMI, Webcam, Dual Wi-Fi,Bluetooth, 512GB Expansion","$1,599.99",4.3 out of 5 stars,"1,687",Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|12 GB|Operating System|:|Windows 11
210,"ASUS VivoBook 15.6"" FHD Business Laptop Newest, 6 Cores AMD Ryzen 5 Processor, 16GB RAM 1TB SSD, Backlit Keyboard, 180° Lay-Flat Hinge, Windows11, Blue +CUE Accessories",$599.00,4.3 out of 5 stars,24,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|-|Operating System|:|Windows 11
211,"Dell Inspiron 15 3511 Laptop - 15.6-inch (1920x1080) FHD Touch Display, Core i7-1165G7, 16GB DDR4 RAM, Intel Iris Xe Graphics, 1-Year Mail in Service - Black",$792.37,3.7 out of 5 stars,19,Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|16 GB|Operating System|:|Windows 11 Home
212,"Acer Aspire 15.6'' Laptop with Fingerprint Reader & Backlit Keyboard(Latest Model)Full HD IPS Display,AMD Ryzen 3 Quad-Core Processor,20GB RAM,1TB SSD,RJ-45,USB-C,HDMI,NLY MP,Windows 11,Silver",$499.99,4.1 out of 5 stars,14,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|20.0 GB|Operating System|:|Windows 11
213,"Microsoft Surface Laptop 5 (2022), 13.5"" Touch Screen, Thin & Lightweight, Long Battery Life, Fast Intel i5 Processor for Multi-Tasking, 256GB Storage with Windows 11, Platinum",$883.96,4.3 out of 5 stars,124,Display Size|:|13.5 inches|Disk Size|:|256 GB|RAM|:|0 TB|Operating System|:|Windows 11 Home
214,Gateway Newest 15.6inch FHD Ultra Slim Laptop in Misty Gray AMD Ryzen 7 (Better Than i7-8565U) 8GB RAM 512GB SSD Fingerprint Scanner Cam HDMI WiFi W11 (71517G - Renewed),$299.99,4.2 out of 5 stars,38,Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|-|Operating System|:|Windows 11
215,"HP Newest 2022 15.6in FHD Business Laptop, AMD Ryzen 5 5500U 6 core CPU (Beat i7-1160G7, up to 4GHz), 16GB RAM, 512GB PCIe NVMe SSD, AMD Radeon Graphics, WiFi, Windows 11, Blue + Generic Accessories",$479.00,4.2 out of 5 stars,267,Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|16 GB|Operating System|:|Windows 11
216,"ASUS C423NA Chromebook 14"" HD Laptop (Intel Dual Core Celeron Processor N3350, 4GB DDR4 RAM, 64GB SSD) Webcam, WiFi, Bluetooth, Type-C, Google Chrome OS - Silver (Renewed)",$123.99,4.1 out of 5 stars,"1,298",Display Size|:|14 inches|Disk Size|:|64 GB|RAM|:|4 GB|Operating System|:|Chrome OS
217,"Lenovo IdeaPad 1i Multitasking Laptop, 14"" HD Display, 4GB RAM, 256GB Storage, Intel Pentium N5030 Processor Upto 3.1GHz,1 Year Office365,10Hrs Battery Life and Rapid Charge, Type-C, HDMI, Win11",$219.99,4.2 out of 5 stars,"2,592",Display Size|:|14 inches|Disk Size|:|256 GB|RAM|:|4.0 GB|Operating System|:|Windows 11 S
218,"Dell Latitude E7470 14in Laptop, Core i5-6300U 2.4GHz, 8GB Ram, 256GB SSD, Windows 10 Pro 64bit (Renewed)",$160.99,4.2 out of 5 stars,"1,151",Display Size|:|14 inches|Disk Size|:|256 GB|RAM|:|8 GB|Operating System|:|Windows 10 Pro
219,"Acer Chromebook 317 CB317-1H-C6RK Laptop | Intel Celeron N4500 | 17.3"" Full HD IPS Display | 4GB LPDDR4X | 128GB eMMC | Intel Wireless Wi-Fi 6 AX201 802.11ax | Chrome OS, Silver",$345.58,4.4 out of 5 stars,"1,273",Display Size|:|17.3|Disk Size|:|128 GB|RAM|:|4|Operating System|:|Chrome OS
220,"Lenovo 14"" IdeaPad Laptop with Fingerprint Reader (Latest Model), Full HD Anti-Glare Display, Intel Quad Core i5-1135G7, 20GB RAM, 1TB SSD, Intel Iris Xe Graphics, USB Type-C, NLY MP, Windows 11",$579.99,,List: ,Display Size|:|14 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11 Home
221,"Dell Inspiron 7630 Laptop - Intel Core i7-13700H, 16-inch 16:10 2.5K Display, 16GB LPDDR5 RAM, 512GB SSD, NVIDIA GeForce RTX 3050 6GB GDDR6, Services Included, Windows 11 Pro - Silver","$1,399.99",4.1 out of 5 stars,157,Display Size|:|16 inches|Disk Size|:|-|RAM|:|32 GB|Operating System|:|Windows 11 Pro
222,"Dell Inspiron 16 5635 Laptop - AMD Ryzen 7-7730U, QHD 16 inch, 16GB LPDDR4x RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver","$1,049.99",4.1 out of 5 stars,156,Display Size|:|16 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
223,"Dell G15 5530 Gaming Laptop - 15.6-inch FHD 165Hz 3ms (1920x1080) Display, Intel Core i7-13650HX, 16GB DDR5 RAM, 1TB SSD, NVIDIA GeForce RTX 4060 8GB GDDR6, Windows 11 Home - Dark Shadow Gray","$1,443.72",4.2 out of 5 stars,113,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|-|Operating System|:|Windows 11 Home
224,"Lenovo IdeaPad 3i Business and Student Essential Laptop,14'' Full HD Display, 8GB RAM, 256GB SSD Storage, Intel 11th Gen i3 Processor (Up to 4.10 GHz), HDMI, Windows 11 in S, Gray",$319.00,4.3 out of 5 stars,8,Display Size|:|14 inches|Disk Size|:|256 GB|RAM|:|-|Operating System|:|Windows 11 S
225,Dell Chromebook 11 3180 11.6-Inch 4GB | 16GB SSD Traditional Laptop (Black) (Renewed),$48.50,3.7 out of 5 stars,249,Display Size|:|11.6 inches|Disk Size|:|16 GB|RAM|:|4.0 GB|Operating System|:|Chrome OS
226,"ALLDOCUBE 13.5"" Laptop Computers Windows 11, 3K Display Laptop 12GB Ram 256GB SSD, Intel Celeron N5100, Quad Core, 2.4G+5G WiFi, Bluetooth, Type C, HDMI, Full Metal, Gray",$289.00,4.2 out of 5 stars,33,Display Size|:|13.5 inches|Disk Size|:|256 GB|RAM|:|12 GB|Operating System|:|Windows 11
227,"HP 2023 Newest Upgraded Touch-Screen Laptops for College Student & Business, 15.6 inch HD Computer, Intel Core i3-1115G4(2-Core), 32GB RAM, 1TB SSD, Wi-Fi, HDMI, Webcam, Windows 11, ROKC HDMI Cable",$599.99,5.0 out of 5 stars,2,Display Size|:|15.6 inches|Disk Size|:|1000 GB|RAM|:|-|Operating System|:|Windows 11
228,"Acer Aspire 5 A515-46-R3CZ Slim Laptop | 15.6"" Full HD IPS | AMD Ryzen 7 3700U Quad-Core Mobile Processor | 8GB DDR4 | 256GB NVMe SSD | WiFi 6 | Backlit KB | Fingerprint Reader | Windows 11 Home",$483.12,4.6 out of 5 stars,165,Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|8 GB|Operating System|:|Windows
229,"Dell Latitude 12 7000 7280 Notebook: Intel Core i5-6300U | 256GB SSD | 8GB DDR4 | 12.5"" (1366x768) | Backlit Keyboard | Windows 10 Pro - (Renewed)",$143.00,4.0 out of 5 stars,154,Display Size|:|12.5 inches|Disk Size|:|256 GB|RAM|:|8 GB|Operating System|:|Windows 10 Pro
230,"Lenovo ThinkPad L14 Business Laptop, 14"" FHD Touchscreen, Intel Core i5-1135G7 Processor, 16GB RAM, 512GB NVMe SSD, Webcam, Wi-Fi 6, HDMI, USB Type-C, Thunderbolt 4, Windows 11 Pro",$589.99,4.6 out of 5 stars,25,Display Size|:|14 inches|Disk Size|:|512 GB|RAM|:|16 GB|Operating System|:|Windows 11
231,"Acer 2023 Newest Aspire 5 Slim Laptop, 15.6"" Full HD Display, 20GB RAM, 1TB SSD Storage, AMD Ryzen 4-Core Processor, Backlit Keyboard, Fingerprint Login, HDMI, Ethernet Port, Type-C, Windows 11 S",$519.99,4.4 out of 5 stars,110,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11 S
232,"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",$449.00,4.3 out of 5 stars,412,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
233,"2022 Newest ASUS Military-Grade Student Laptop, 11.6"" HD Certified Eye-Care Display, Intel Dual-Core Processor, 4GB RAM, Ethernet Port, Spill-Resistant Keyboard, Win10 Pro (256GB Storage) (Renewed)",$158.99,4.0 out of 5 stars,9,Display Size|:|11.6 inches|Disk Size|:|256 GB|RAM|:|4 GB|Operating System|:|Windows 10 Pro
234,"HP 15 Laptop, AMD Ryzen 3-5300U Processor, 8 GB RAM, 256 GB SSD Storage, 15.6-inch HD Micro-Edge Display, Windows 11 Home, Long-Lasting Battery, Fast Charge, 720p Webcam (15-ef2024nr), Natural silver",$429.00,4.5 out of 5 stars,261,Display Size|:|15 inches|Disk Size|:|256 GB|RAM|:|8 GB|Operating System|:|Windows 11 Home
235,"Lenovo IdeaPad 15.6"" Laptop Newest Anti-Glare Display, 20GB RAM, 1TB SSD, AMD Dual-core Processor, WiFi6 Bluetooth 5.0, 9.5Hr Battery, Windows 11 +GM Accessories (Renewed)",$159.00,2.5 out of 5 stars,3,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|-|Operating System|:|Windows 11 S
236,"Dell Latitude 14 7000 Series E7470 Ultrabook, 14.0inch HD Anti-Glare LCD, Intel Core i7-6600U, 8 GB DDR4, 256 GB SSD, Windows 10 Pro (Renewed)",$179.00,4.0 out of 5 stars,335,Display Size|:|14 inches|Disk Size|:|256 GB|RAM|:|8 GB|Operating System|:|Windows 10
237,"HP 2023 15'' HD IPS Laptop, Windows 11, Intel Pentium 4-Core Processor Up to 2.70GHz, 8GB RAM, 128GB SSD, HDMI, Super-Fast 6th Gen WiFi, Dale Red (Renewed)",$289.00,4.3 out of 5 stars,184,Display Size|:|15 inches|Disk Size|:|128 GB|RAM|:|8 GB|Operating System|:|Windows 11
238,"CHUWI GemiBook XPro 14.1'' Laptop Computer, Windows 11 Laptop 12th Gen Intel Alder Lake N100 (Up to 3.4GHz), 8GB RAM 256GB SSD, 1920X1080 FHD Display Ultra Thin Laptop, HDMI/WiFi 6/BT5.2/Webcam/38WH",$299.00,4.0 out of 5 stars,354,Display Size|:|14.10 inches|Disk Size|:|256 GB|RAM|:|8.0 GB|Operating System|:|Windows 11
239,"Ace Aspire 5 15.6"" Slim Laptop Computer, AMD Hexa-Core Processor, 16GB RAM 1TB PCIe SSD, 15.6 Inch IPS Full HD, Backlit KB, Fast Charge, 11Hr Battery, Wi-Fi 6, HDMI, Windows 11 +Mousepad",$639.00,4.5 out of 5 stars,104,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|-|Operating System|:|Windows 11 Home
240,"HP Essential Laptop, 14"" HD Display, Intel Celeron N4120, 16GB DDR4 RAM, 64GB eMMC, Webcam, Type-C, SD Card Reader, HDMI, Wi-Fi, Windows 11 Home, Black, KKE Accessories",$279.99,,,Display Size|:|14 inches|Disk Size|:|64 GB|RAM|:|16 GB|Operating System|:|Windows 11 Home
241,"SGIN 17 Inch Windows 11 Laptop, 24GB RAM 512GB SSD Laptops Computer with Intel Celeron Quad Core Processor(Up to 2.9 GHz), IPS Display, Mini HDMI, Webcam, Dual Wi-Fi,Bluetooth, 512GB Expansion","$1,599.99",4.3 out of 5 stars,"1,687",Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|12 GB|Operating System|:|Windows 11
242,"Acer Chromebook 317 CB317-1H-C6RK Laptop | Intel Celeron N4500 | 17.3"" Full HD IPS Display | 4GB LPDDR4X | 128GB eMMC | Intel Wireless Wi-Fi 6 AX201 802.11ax | Chrome OS, Silver",$345.58,4.4 out of 5 stars,"1,273",Display Size|:|17.3|Disk Size|:|128 GB|RAM|:|4|Operating System|:|Chrome OS
243,"Dell Inspiron 7630 Laptop - Intel Core i7-13700H, 16-inch 16:10 2.5K Display, 16GB LPDDR5 RAM, 512GB SSD, NVIDIA GeForce RTX 3050 6GB GDDR6, Services Included, Windows 11 Pro - Silver","$1,399.99",4.1 out of 5 stars,157,Display Size|:|16 inches|Disk Size|:|-|RAM|:|32 GB|Operating System|:|Windows 11 Pro
244,"Dell Inspiron 16 5635 Laptop - AMD Ryzen 7-7730U, QHD 16 inch, 16GB LPDDR4x RAM, 1TB SSD, AMD Radeon Graphics, Windows 11 Home, 1 Year Premium Support - Platinum Silver","$1,049.99",4.1 out of 5 stars,156,Display Size|:|16 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
245,"Lenovo 14"" FHD Ideapad 3 Newest Laptop, 20GB RAM, 512GB PCIe SSD,Intel Dual Core Processor(Up to 4.1GHz), WiFi, Webcam, Bluetooth, HDMI, Windows 11 S+ Accessories",$409.00,4.3 out of 5 stars,76,Display Size|:|14 inches|Disk Size|:|512 GB|RAM|:|20 GB|Operating System|:|Windows 11 S
246,"HP Victus 15.6"" Gaming Laptop PC, NVIDIA GeForce RTX 3050 Ti, AMD Ryzen 7 5800H, Refined 1080p IPS Display, Compact Design, All-in-One Keyboard with Enlarged Touchpad, HD Webcam (15-fb0028nr, 2022)",$839.00,4.5 out of 5 stars,399,Display Size|:|15.6 inches|Disk Size|:|4 GB|RAM|:|16 GB|Operating System|:|Windows 11 Home
247,"Gateway 2023 15"" HD IPS Laptop, Intel Quad-Core Pentium Processor Up to 3.30GHz, 4GB RAM, 128GB SSD, Ultra-Fast WiFi, Full Size Keyboard, Chrome OS, Dale Black Color-(Renewed)",$139.99,,Only 2 left in stock - order soon.,Display Size|:|15 inches|Disk Size|:|128 GB|RAM|:|4|Operating System|:|Chrome OS
248,"HP Pavilion 15 Laptop, 11th Gen Intel Core i7-1165G7 Processor, 16 GB RAM, 512 GB SSD Storage, Full HD IPS micro-edge Display, Windows 11 Pro, Compact Design, Long Battery Life",$734.00,4.4 out of 5 stars,895,Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|16 GB|Operating System|:|Windows 11 Pro
249,"Lenovo Ideapad 15.6"" Laptop, 8GB DDR4 RAM, 128GB PCIe SSD, AMD Dual-core Processor, 15.6 Inch HD IPS Display, WiFi 6, Windows 11, 9.5-Hr Battery, Cloud Grey, w/Saz USB Cable",$289.00,4.1 out of 5 stars,15,Display Size|:|15.6 inches|Disk Size|:|128 GB|RAM|:|8 GB|Operating System|:|Windows 11 Home
250,"Lenovo IdeaPad 3i Laptop, 15.6"" HD Touchscreen Display, Intel Core i3-1115G4 Processor, 20GB DDR4 RAM, 1TB PCIe SSD, Bluetooth, Webcam, Wi-Fi 6, HDMI, Windows 11 Home, Grey",$498.00,4.4 out of 5 stars,271,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11 Home
251,"HP 2023 15'' HD IPS Laptop, Windows 11, Intel Pentium 4-Core Processor Up to 2.70GHz, 8GB RAM, 128GB SSD, HDMI, Super-Fast 6th Gen WiFi, Dale Red (Renewed)",$289.00,4.3 out of 5 stars,184,Display Size|:|15 inches|Disk Size|:|128 GB|RAM|:|8 GB|Operating System|:|Windows 11
252,"HP ProBook x360 11 G1 11.6"" Touchscreen Laptop- Intel Pentium N4200 1.1GHz, Up to 2.5GHz, 4GB RAM 128GB SSD, Windows 10 Pro,Webcam (Renewed)",$125.00,3.9 out of 5 stars,100,Display Size|:|11.6 inches|Disk Size|:|128 GB|RAM|:|4|Operating System|:|Windows 10 Pro
253,"Lenovo 14"" IdeaPad Laptop with Fingerprint Reader (Latest Model), Full HD Anti-Glare Display, Intel Quad Core i5-1135G7, 20GB RAM, 1TB SSD, Intel Iris Xe Graphics, USB Type-C, NLY MP, Windows 11",$579.99,,List: ,Display Size|:|14 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11 Home
254,"Acer Chromebook 317 CB317-1H-C6RK Laptop | Intel Celeron N4500 | 17.3"" Full HD IPS Display | 4GB LPDDR4X | 128GB eMMC | Intel Wireless Wi-Fi 6 AX201 802.11ax | Chrome OS, Silver",$345.58,4.4 out of 5 stars,"1,273",Display Size|:|17.3|Disk Size|:|128 GB|RAM|:|4|Operating System|:|Chrome OS
255,"Windows 11 Laptop,13.5 Inch Celeron N4120 Quad core, 8GB RAM+256GB SSD, Thin & Light Notebook PC,3000x2000 3K IPS Panel, 5G+AC WiFi, All-Metal Body, Backlit Keyboard, Finger Print, WPS, Gray",$189.99,3.0 out of 5 stars,22,Display Size|:|13.5|Disk Size|:|256 GB|RAM|:|8.0 GB|Operating System|:|Windows 11
