ID,Name,Price,Rating,Number of Ratings,Product Information
210,"Acer Aspire 5 A515-56-347N Slim Laptop - 15.6"" Full HD IPS Display - 11th Gen Intel i3-1115G4 Dual Core Processor - 8GB DDR4 - 128GB NVMe SSD - WiFi 6 - Amazon Alexa - Windows 11 Home in S Mode",$299.99,4.3 out of 5 stars,"2,473",Display Size|:|15.6 inches|Disk Size|:|128 GB|RAM|:|8 GB|Operating System|:|Windows 11 S
211,"ASUS Vivobook Go 12 L210 11.6” Ultra-Thin Laptop, 2022 Version, Intel Celeron N4020, 4GB RAM, 64GB eMMC, Win 11 Home in S Mode with One Year of Office 365 Personal, L210MA-DS02",$185.00,3.9 out of 5 stars,443,Display Size|:|11.6 inches|Disk Size|:|64 GB|RAM|:|4 GB|Operating System|:|Windows 11 S
212,"Lenovo 15.6"" Touchscreen Laptop, Intel Core i5-1135G7 Processor, 20GB RAM, 1TB SSD, IdeaPad 3, 15.6 inch FHD Display, Wi-Fi 6 & Bluetooth 5, Long Battery Life, Windows 11, 1 Year Microsoft 365",$649.00,4.7 out of 5 stars,5,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11
213,"XPG 2022 Newest 14 Elite Ultrabook Laptop, 14"" FHD+ 400nits Display, Intel Core i7-1165G7, 16GB RAM, 1TB PCIe SSD, Webcam, Backlit KB, Thunderbolt 4, Wi-Fi 6, Windows 11 Home, Black",$569.00,,Only 15 left in stock - order soon.,Display Size|:|14 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11 Home
214,"ASUS Laptop L510 Ultra Thin Laptop, 15.6” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 128GB Storage, Windows 10 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-DS04",$234.99,4.3 out of 5 stars,992,Display Size|:|15.6|Disk Size|:|128 GB|RAM|:|4 GB|Operating System|:|Windows 11 Home
215,Apple MacBook Air MD711LL/B 11.6-Inch Laptop (Renewed),$235.00,4.2 out of 5 stars,295,Display Size|:|11.6 inches|Disk Size|:|1 GB|RAM|:|4 GB|Operating System|:|OS X 10.8 Mountain Lion
216,"SAMSUNG 16"" Galaxy Book3 Pro Business Laptop Computer/Windows 11 PRO / 16GB / 512GB, 13th Gen Intel® Core i5-1340P Processor, Evo Certified, Lightweight, 2023 Model, NP964XFG-KC2US, Graphite","$1,179.99",5.0 out of 5 stars,9,Display Size|:|16 inches|Disk Size|:|0 TB|RAM|:|16 GB|Operating System|:|Windows 11 Pro
217,"Dell Newest Inspiron 15 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 32GB RAM, 1TB PCIe NVMe M.2 SSD, SD Card Reader, Webcam, HDMI, WiFi, Windows 11 Home, Black",$620.00,4.2 out of 5 stars,91,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|32 GB|Operating System|:|Windows 11
218,"Lenovo 15.6"" Laptop, IdeaPad, 8GB RAM, 384GB PCIe SSD, Wi-Fi 6 and Bluetooth 5.1, HDMI, SD Card Reader, 15.6"" HD Anti-Glare Display, AMD Athlon Dual-core Processor, Windows 11 S, JVQ MP",$298.88,,,Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|8|Operating System|:|Windows 11 S
219,"Acer Chromebook 317 CB317-1H-C6RK Laptop | Intel Celeron N4500 | 17.3"" Full HD IPS Display | 4GB LPDDR4X | 128GB eMMC | Intel Wireless Wi-Fi 6 AX201 802.11ax | Chrome OS, Silver",$224.99,4.4 out of 5 stars,"1,273",Display Size|:|17.3|Disk Size|:|128 GB|RAM|:|4|Operating System|:|Chrome OS
220,"Lenovo 14"" IdeaPad Laptop with Fingerprint Reader (Latest Model), Full HD Anti-Glare Display, Intel Quad Core i5-1135G7, 20GB RAM, 1TB SSD, Intel Iris Xe Graphics, USB Type-C, NLY MP, Windows 11",$579.99,,List: ,Display Size|:|14 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11 Home
221,"Lenovo 2023 Newest IdeaPad 3 14"" FHD Laptop, for Students and Business, Intel Core i3-1115G4(Up to 4.1GHz), 20GB DDR4 RAM, 1TB NVMe SSD, Webcam, HDMI, WiFi 6, Win 11 Home, W/GM Accessories",$399.00,4.1 out of 5 stars,88,Display Size|:|14 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11 S
222,"Bimawen 17.3 inch 2K Portable Monitor for Laptop - Ultra Slim,Compatible with Phones, Switch,PC,Laptop,Raspberry Pi 4,PS3,PS4 (1440p)",$159.00,4.3 out of 5 stars,152,Display Size|:|17.3 inches|Refresh Rate|:|60 hertz|Resolution|:|QHD Ultra Wide 1440p|Response Time|:|3.00 milliseconds
223,"Lenovo IdeaPad 15.6"" Laptop Newest Anti-Glare Display, 20GB RAM, 1TB SSD, AMD Dual-core Processor, WiFi6 Bluetooth 5.0, 9.5Hr Battery, Windows 11 +GM Accessories (Renewed)",$159.00,2.5 out of 5 stars,3,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|-|Operating System|:|Windows 11 S
224,"Lenovo 15.6"" Touchscreen Laptop, Intel Core i5-1135G7 Processor, 20GB RAM, 1TB SSD, IdeaPad 3, 15.6 inch FHD Display, Wi-Fi 6 & Bluetooth 5, Long Battery Life, Windows 11, 1 Year Microsoft 365",$649.00,4.7 out of 5 stars,5,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11
225,"XPG 2022 Newest 14 Elite Ultrabook Laptop, 14"" FHD+ 400nits Display, Intel Core i7-1165G7, 16GB RAM, 1TB PCIe SSD, Webcam, Backlit KB, Thunderbolt 4, Wi-Fi 6, Windows 11 Home, Black",$569.00,,Only 15 left in stock - order soon.,Display Size|:|14 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11 Home
226,"ASUS Laptop L510 Ultra Thin Laptop, 15.6” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 128GB Storage, Windows 10 Home in S Mode, 1 Year Microsoft 365, Star Black, L510MA-DS04",$234.99,4.3 out of 5 stars,992,Display Size|:|15.6|Disk Size|:|128 GB|RAM|:|4 GB|Operating System|:|Windows 11 Home
227,"SAMSUNG 16"" Galaxy Book3 Pro Business Laptop Computer/Windows 11 PRO / 16GB / 512GB, 13th Gen Intel® Core i5-1340P Processor, Evo Certified, Lightweight, 2023 Model, NP964XFG-KC2US, Graphite","$1,179.99",5.0 out of 5 stars,9,Display Size|:|16 inches|Disk Size|:|0 TB|RAM|:|16 GB|Operating System|:|Windows 11 Pro
228,"Dell Newest Inspiron 15 3511 Laptop, 15.6"" FHD Touchscreen, Intel Core i5-1035G1, 32GB RAM, 1TB PCIe NVMe M.2 SSD, SD Card Reader, Webcam, HDMI, WiFi, Windows 11 Home, Black",$620.00,4.2 out of 5 stars,91,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|32 GB|Operating System|:|Windows 11
229,"Lenovo 15.6"" Laptop, IdeaPad, 8GB RAM, 384GB PCIe SSD, Wi-Fi 6 and Bluetooth 5.1, HDMI, SD Card Reader, 15.6"" HD Anti-Glare Display, AMD Athlon Dual-core Processor, Windows 11 S, JVQ MP",$298.88,,,Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|8|Operating System|:|Windows 11 S
230,"【Win 11 Pro/Office 2019】16 inch Laptop Narrow Bezels FHD (1920*1200) IPS Display, High Performance Celeron N5105 CPU, 16GB RAM, 1TB SSD, Full Size Numeric Backlit KB, HDMI, Dark Green (16G+1TB SSD)",$375.99,3.9 out of 5 stars,13,Display Size|:|16 inches|Disk Size|:|1 TB|RAM|:|-|Operating System|:|Windows 11 Pro
231,"HP 2022 15.6"" Touchscreen Laptop, Intel 11th Generation Core i5-1135G7, 16GB RAM, 512GB PCIe SSD, Intel Iris Xe Graphics, 720P HD Camera, Windows 11 Natural Silver, 32GB Snowbell USB Card",$579.00,4.9 out of 5 stars,17,Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|16 GB|Operating System|:|Windows 11
232,"Lenovo IdeaPad Flex 5-2023 - Touchscreen 2-in-1 Laptop - Windows 11 Home - 14"" FHD Display - 16GB Memory - 512GB Storage - AMD Ryzen 5 5500U - Abyss Blue",$544.99,4.3 out of 5 stars,239,Display Size|:|14 inches|Disk Size|:|512 GB|RAM|:|0 TB|Operating System|:|Windows 11 Home
233,"Gateway 15.6"" FHD Ultra Slim Budget Notebook, Intel Pentium Processor(4-Core, up to 3.1 GHz), 4GB RAM, 128GB Storage, Precision Touchpad, HDMI, Type-C Windows 10S, Microsoft 365 1 Year, Charcoal Black",$179.88,3.7 out of 5 stars,28,Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|-|Operating System|:|Windows 10
234,"Dell Latitude E5450 14in Laptop, Intel Core i5-5300U 2.3Ghz, 8GB RAM, 256GB Solid State Drive, Windows 10 Pro 64bit (Renewed)",$131.99,4.0 out of 5 stars,495,Display Size|:|14 inches|Disk Size|:|120 GB|RAM|:|3 GB|Operating System|:|Windows 10
235,"ASUS BR1100 Laptop, 11.6"" HD Anti-Glare Display, 180 Degree, Celeron N4500, 4GB, 64GB SSD, MIL-STD 810H Durability, Tamper/Spill-Resistant Keyboard, TPM 2.0, Windows 10 Pro, Dark Grey, BR1100CKA-502Y",$155.00,4.2 out of 5 stars,122,Display Size|:|11.6 inches|Disk Size|:|64 GB|RAM|:|4 GB|Operating System|:|Windows 10 Pro
236,"HP Laptop X360 14a Chromebook 14"" HD Touchscreen, Entertaining from Any Angle Intel Celeron, 4GB DDR4 64GB eMMC WiFi Webcam Stereo Speakers Bluetooth 4.2 Chrome Blue Metallic Color",$242.99,4.4 out of 5 stars,"1,066",Display Size|:|14 inches|Disk Size|:|64 GB|RAM|:|4 GB|Operating System|:|Chrome OS
237,"Lenovo IdeaPad 1 15.6"" Home & Business Laptop (AMD Athlon 3050U, 8GB RAM, 256GB SSD) Anti-Glare, Webcam, Wi-Fi 6, HDMI, Type-C, 10-Hour Long Battery, IST Cable, Win 11 Home – 2023 Model",$299.98,4.7 out of 5 stars,23,Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|8.0 GB|Operating System|:|Windows 11 Home
238,"HP 2023 Latest Envy 17T Premium Business Laptop, 17.3"" FHD Touchscreen, Intel Core i7-13700H, 64GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi 6, Backlit Keyboard, Windows 11 Pro","$1,239.00",,Typical: ,Display Size|:|17.3 inches|Disk Size|:|1 TB|RAM|:|64 GB|Operating System|:|Windows 11 Pro
239,"Acer Aspire 5 A515-46-R3CZ Slim Laptop | 15.6"" Full HD IPS | AMD Ryzen 7 3700U Quad-Core Mobile Processor | 8GB DDR4 | 256GB NVMe SSD | WiFi 6 | Backlit KB | Fingerprint Reader | Windows 11 Home",$483.12,4.6 out of 5 stars,165,Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|8 GB|Operating System|:|Windows
240,"HP 2023 Newest Notebook Laptop, 17.3"" HD+ Touchscreen, 13th Gen Intel Core i7-1355U Processor, 32GB RAM, 1TB PCIe SSD, Webcam, Fingerprint Reader, Backlit Keyboard, Wi-Fi 6, Windows 11 Home, Silver",$919.00,4.8 out of 5 stars,8,Display Size|:|17.3 inches|Disk Size|:|1 TB|RAM|:|32 GB|Operating System|:|Windows 11 Home
241,"Acer Chromebook 317 CB317-1H-C6RK Laptop | Intel Celeron N4500 | 17.3"" Full HD IPS Display | 4GB LPDDR4X | 128GB eMMC | Intel Wireless Wi-Fi 6 AX201 802.11ax | Chrome OS, Silver",$224.99,4.4 out of 5 stars,"1,273",Display Size|:|17.3|Disk Size|:|128 GB|RAM|:|4|Operating System|:|Chrome OS
242,"Lenovo 2022 IdeaPad 1 15.6"" FHD Laptop, Intel Pentium Silver N6000 Processor, 20GB RAM, 1TB PCIe SSD, 720P HD Webcam, Dolby Audio, 1 Year Office, Blue, Win 11, 32GB Snowbell USB Card",$389.00,3.9 out of 5 stars,37,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11
243,"Lenovo 2023 Newest IdeaPad 3 14"" FHD Laptop, for Students and Business, Intel Core i3-1115G4(Up to 4.1GHz), 20GB DDR4 RAM, 1TB NVMe SSD, Webcam, HDMI, WiFi 6, Win 11 Home, W/GM Accessories",$399.00,4.1 out of 5 stars,88,Display Size|:|14 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11 S
244,"Bimawen 17.3 inch 2K Portable Monitor for Laptop - Ultra Slim,Compatible with Phones, Switch,PC,Laptop,Raspberry Pi 4,PS3,PS4 (1440p)",$159.00,4.3 out of 5 stars,152,Display Size|:|17.3 inches|Refresh Rate|:|60 hertz|Resolution|:|QHD Ultra Wide 1440p|Response Time|:|3.00 milliseconds
245,"acer 2023 Newest Chromebook 17.3"" FHD IPS Touchscreen Light Laptop, 4-Core Intel Pentium N6000 (Upto 3.3GHz), 8GB RAM, 64GB eMMC, HD Webcam, UHD, WiFi 6, 10+ Hour Battery, Chrome OS, w/MarxsolCables",$399.00,4.5 out of 5 stars,8,Display Size|:|17.3 inches|Disk Size|:|64 GB|RAM|:|8 GB|Operating System|:|Chrome OS
246,"HP Newest 2022 15.6in FHD Business Laptop, AMD Ryzen 5 5500U 6 core CPU (Beat i7-1160G7, up to 4GHz), 16GB RAM, 512GB PCIe NVMe SSD, AMD Radeon Graphics, WiFi, Windows 11, Blue + Generic Accessories",$479.00,4.2 out of 5 stars,266,Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|16 GB|Operating System|:|Windows 11
247,Dell Latitude 5490 / Intel 1.7 GHz Core i5-8350U Quad Core CPU / 16GB RAM / 512GB SSD / 14 FHD (1920 x 1080) Display/HDMI/USB-C/Webcam/Windows 10 Pro (Renewed),$219.99,4.3 out of 5 stars,371,Display Size|:|14 inches|Disk Size|:|512 GB|RAM|:|16 GB|Operating System|:|Windows 10 Pro
248,"Newest HP 14"" HD Laptop, Windows 11, Intel Celeron Dual-Core Processor Up to 2.60GHz, 4GB RAM, 64GB SSD, Webcam, Dale Pink(Renewed) (Dale Pink)",$206.00,4.2 out of 5 stars,"1,086",Display Size|:|14 inches|Disk Size|:|64 GB|RAM|:|4.0 GB|Operating System|:|Windows 11 S
249,"HP 2023 Newest Notebook Laptop, 17.3"" HD+ Touchscreen, 13th Gen Intel Core i7-1355U Processor, 32GB RAM, 1TB PCIe SSD, Webcam, Fingerprint Reader, Backlit Keyboard, Wi-Fi 6, Windows 11 Home, Silver",$919.00,4.8 out of 5 stars,8,Display Size|:|17.3 inches|Disk Size|:|1 TB|RAM|:|32 GB|Operating System|:|Windows 11 Home
250,"Acer Aspire 5 17 Slim Laptop | 17.3"" FHD (1920 x 1080) IPS | Intel Core i5-1335U | Intel Iris Xe Graphics | 8GB LPDDR5 | 512GB Gen 4 SSD | Wi-Fi 6E | USB4/Thunderbolt 4 | Backlit KB | A517-58M-59S6",$599.99,4.6 out of 5 stars,3,Display Size|:|17 inches|Disk Size|:|512 GB|RAM|:|8.0 GB|Operating System|:|Windows 11 Home
251,"ASUS 2023 Vivobook 16X Laptop, 16” WUXGA, Intel Core i9-13900H CPU, NVIDIA Geforce RTX 4050 GPU, 16GB RAM, 1TB SSD, Windows 11 Home, Indie Black, K3605VC-AS96","$1,062.49",4.3 out of 5 stars,5,Display Size|:|16 inches|Disk Size|:|1 TB|RAM|:|16.0 GB|Operating System|:|Windows 11 Home
252,"[2021 Version]ASUS Vivobook Laptop L210 11.6” ultra thin, Intel Celeron N4020 Processor, 4GB RAM, 64GB eMMC storage, Windows 10 Home in S mode with One Year of Office 365 Personal, L210MA-DB01",$199.00,4.3 out of 5 stars,"8,346",Display Size|:|11.6 inches|Disk Size|:|64 GB|RAM|:|4 GB|Operating System|:|Windows 10 S
253,"HP 2022 15.6"" Touchscreen Laptop, Intel 11th Generation Core i5-1135G7, 16GB RAM, 512GB PCIe SSD, Intel Iris Xe Graphics, 720P HD Camera, Windows 11 Natural Silver, 32GB Snowbell USB Card",$579.00,4.9 out of 5 stars,17,Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|16 GB|Operating System|:|Windows 11
254,"HP 15.6'' Laptop with 1 Year Microsoft Office 365, Intel Pentium Quad-Core Processor, Webcam, HDMI, Wi-Fi, RJ-45 Ethernet Port, USB Type-C, Long Battery Life, NLY MP, Windows 11 (16GB RAM1TB SSD), Red",$499.99,4.6 out of 5 stars,9,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|16.0 GB|Operating System|:|Windows 11 S
255,"ASUS C423NA Chromebook 14"" HD Laptop (Intel Dual Core Celeron Processor N3350, 4GB DDR4 RAM, 64GB SSD) Webcam, WiFi, Bluetooth, Type-C, Google Chrome OS - Silver (Renewed)",$123.99,4.1 out of 5 stars,"1,298",Display Size|:|14 inches|Disk Size|:|64 GB|RAM|:|4 GB|Operating System|:|Chrome OS
256,"HP 17 Laptop PC, 11 Generation Intel Core, 4 GB RAM, 256 GB SSD, UHD Graphics, 17.3"" HD+ Display, Windows 11 Home, Wi-Fi & Bluetooth Combo, 7 Ports, Long Battery Life, HD Webcam (17-by4025nr, 2022)",$416.00,4.4 out of 5 stars,"1,139",Display Size|:|17.3 inches|Disk Size|:|256 GB|RAM|:|4 GB|Operating System|:|Windows 11 Home
257,HP 15 Slim Laptop in Silver Intel i3-1115G4 up to 4.1GHz 8GB RAM 256GB SSD 15.6in Full HD LCD Webcam WiFi HDMI Windows 11 (15-DY200-Renewed),$329.99,4.3 out of 5 stars,181,Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|8.0 GB|Operating System|:|Windows 11
258,"Lenovo ThinkPad L14 Business Laptop, 14"" FHD Touchscreen Display, Intel Core i5-1135G7, 1TB SSD Storage, 16GB Memory, Bluetooth & Wi-Fi 6, Thunderbolt 4, HDMI, Windows 11 Pro",$649.00,4.4 out of 5 stars,5,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|-|Operating System|:|Windows 11 Pro
259,"Dell Inspiron 14 5425 14"" Laptop Computer - FHD+ (1920 x 1200) Display, AMD Ryzen7 5825U, 8GB DDR4 RAM, 512GB SSD, AMD Radeon Graphics, USB-C, HDMI, Bluetooth 5.2, Wi-Fi 6, Windows 11 Pro - Green",$559.99,4.3 out of 5 stars,164,Display Size|:|14 inches|Disk Size|:|512 GB|RAM|:|8 GB|Operating System|:|Windows 11 Pro
260,"Microsoft Surface Pro 8-13"" Touchscreen - Intel® Evo Platform Core™ i7-16GB Memory - 256GB SSD - Device Only - Platinum (Latest Model)","$1,069.00",4.4 out of 5 stars,238,"Display Size|:|13 inches|Disk Size|:|0 TB|Connectivity|:|Wi-Fi, Bluetooth|Brand|:|Microsoft"
261,"Dell Inspiron 3000 Light and Slim Laptop, 15.6"" Display, 32GB RAM, 1TB SSD, Intel Quad-Core Processor, Webcam, Wi-Fi, HDMI, RJ45, Windows 11 Home, Black",$499.99,4.0 out of 5 stars,1,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|32 GB|Operating System|:|Windows 11
262,"Windows 11 Laptop,13.5 Inch Celeron N4120 Quad core, 8GB RAM+256GB SSD, Thin & Light Notebook PC,3000x2000 3K IPS Panel, 5G+AC WiFi, All-Metal Body, Backlit Keyboard, Finger Print, WPS, Gray",$189.99,3.0 out of 5 stars,22,Display Size|:|13.5|Disk Size|:|256 GB|RAM|:|8.0 GB|Operating System|:|Windows 11
263,"acer 2023 Newest Aspire 5 Slim Laptop, 15.6"" Full HD Display, 12GB RAM, 1TB SSD Storage, AMD Ryzen 4-Core Processor, Backlit Keyboard, Fingerprint Login, HDMI, Ethernet Port, Type-C, Windows 11 S",$453.99,4.3 out of 5 stars,19,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|12.0 GB|Operating System|:|Windows 11 S
264,"Acer Chromebook 317 CB317-1H-C6RK Laptop | Intel Celeron N4500 | 17.3"" Full HD IPS Display | 4GB LPDDR4X | 128GB eMMC | Intel Wireless Wi-Fi 6 AX201 802.11ax | Chrome OS, Silver",$224.99,4.4 out of 5 stars,"1,273",Display Size|:|17.3|Disk Size|:|128 GB|RAM|:|4|Operating System|:|Chrome OS
265,"Acer 2023 Newest Aspire 5 Slim Laptop, 15.6"" Full HD Display, 20GB RAM, 1TB SSD Storage, AMD Ryzen 4-Core Processor, Backlit Keyboard, Fingerprint Login, HDMI, Ethernet Port, Type-C, Windows 11 S",$494.99,4.4 out of 5 stars,109,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11 S
266,"HP 2022 Newest Pavilion 15.6"" HD Laptop, Intel Quad-core Pentium Processor, 16GB RAM, 1TB SSD, 11 Hr Battry Life, Intel UHD Graphics, HD Webcam, Bluetooth, HDMI, USB Type-C, Scarlet Red, Win 11",$449.00,4.3 out of 5 stars,409,Display Size|:|15.6 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
267,"HP Pavilion 14-inch HD Laptop, Intel Core i5-1135G7 (Beats i7-1065G7), Intel Iris Xe Graphics, Long Battery Life, Webcam, HDMI, WiFi, Bluetooth, Windows11 (16GB RAM | 1TB SSD)",$599.00,4.8 out of 5 stars,15,Display Size|:|14 inches|Disk Size|:|1 TB|RAM|:|16.0 GB|Operating System|:|Windows 11
268,"HP 2022 Newest 17.3"" HD+ Display Laptop, 11th Gen Intel Core i3-1115G4(Up to 4.1GHz, Beat i5-1030G7), 16GB DDR4 RAM, 1TB PCIe SSD, Bluetooth, HDMI, Webcam, Windows 11, Silver, w/ 3in1 Accessories",$505.30,4.3 out of 5 stars,134,Display Size|:|17.3 inches|Disk Size|:|1 TB|RAM|:|16 GB|Operating System|:|Windows 11
269,"[2021 Version]ASUS Vivobook Laptop L210 11.6” ultra thin, Intel Celeron N4020 Processor, 4GB RAM, 64GB eMMC storage, Windows 10 Home in S mode with One Year of Office 365 Personal, L210MA-DB01",$199.00,4.3 out of 5 stars,"8,346",Display Size|:|11.6 inches|Disk Size|:|64 GB|RAM|:|4 GB|Operating System|:|Windows 10 S
270,"Lenovo Thinkpad 13 Business Laptop, 13.3"" FHD (1920x1080) IPS Laptop, Intel Celeron 7th Generation Processor 3865U 1.8GHz, 8GB DDR4 RAM, 128GB SSD, Webcam, Window 10 pro (Renewed)",$129.90,4.1 out of 5 stars,43,Display Size|:|13.3 inches|Disk Size|:|128 GB|RAM|:|8 GB|Operating System|:|Windows 10 Pro
271,"2022 Newest HP 15.6"" HD Non-Touch Laptop 11th gen Intel Core i3-1115G4, 8GB RAM, 256GB SSD, HD Webcam, WiFi, Bluetooth 4.2, USB Type-C, HDMI, Windows 10 S, Natural Silver, LPT 2-Week Support",$357.90,4.5 out of 5 stars,26,Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|8 GB|Operating System|:|Windows 10
272,"ASUS TUF Gaming A15 15.6"" FHD 144Hz Gaming Laptop AMD Ryzen 7 6800H（>i9-10885H）, NVIDIA GeForce RTX 3050 Ti, Wi-Fi 6,32GB DDR5 RAM, 1024GB PCIE SSD, RGB Backlit Keyboard, Webcam, Window 11 Home, Gray","$1,035.19",4.2 out of 5 stars,9,Display Size|:|15.6 inches|Disk Size|:|1024 GB|RAM|:|-|Operating System|:|Windows 11 Home
273,"HP 2023 Newest Laptop, 15.6"" Touchscreen Display, Intel Core i3-1115G4 Processor, 16GB RAM, 512GB SSD, Intel Iris Xe Graphics, Wi-Fi, Bluetooth, Webcam, Windows 11 Home in S Mode, Natural Silver",$989.99,4.4 out of 5 stars,303,Display Size|:|15.6 inches|Disk Size|:|512 GB|RAM|:|-|Operating System|:|Windows 11 S
274,"ASUS S1703QA-AS51 VivoBook 17X Laptop, 17.3"" FHD Display, AMD Ryzen 5 5600H CPU, AMD Radeon Graphics, 8GB RAM, 512GB SSD, Fingerprint Sensor, Windows 11 Home, Quiet Blue, S1703QA-AS51",$549.99,4.6 out of 5 stars,3,Display Size|:|17.3 inches|Disk Size|:|512 GB|RAM|:|8 GB|Operating System|:|Windows 11 Home
275,"Lenovo 2023 Newest IdeaPad 3 14"" FHD Laptop, for Students and Business, Intel Core i3-1115G4(Up to 4.1GHz), 20GB DDR4 RAM, 1TB NVMe SSD, Webcam, HDMI, WiFi 6, Win 11 Home, W/GM Accessories",$399.00,4.1 out of 5 stars,88,Display Size|:|14 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11 S
276,"Bimawen 17.3 inch 2K Portable Monitor for Laptop - Ultra Slim,Compatible with Phones, Switch,PC,Laptop,Raspberry Pi 4,PS3,PS4 (1440p)",$159.00,4.3 out of 5 stars,152,Display Size|:|17.3 inches|Refresh Rate|:|60 hertz|Resolution|:|QHD Ultra Wide 1440p|Response Time|:|3.00 milliseconds
277,"Apple MacBook Air 13"" (Mid 2013) - Core i5 1.3GHz, 4GB RAM, 128GB SSD (Renewed)",$245.00,4.3 out of 5 stars,88,Display Size|:|13.3 inches|Disk Size|:|128 GB|RAM|:|4 GB|Operating System|:|Mac OS
278,"Lenovo IdeaPad 3 Laptop, 14"" FHD Display, Intel Core i5-1135G7 Processor, 20GB RAM, 1TB PCIe SSD, Webcam, SD Card Reader, Wi-Fi 6, Windows 11 Home, Grey",$519.99,4.9 out of 5 stars,12,Display Size|:|14 inches|Disk Size|:|1 TB|RAM|:|20 GB|Operating System|:|Windows 11 Home
279,"HP 15.6"" Laptop, Intel Core i3-1115G4, 8GB RAM, 256GB SSD, Spruce Blue, Windows 11 Home in S Mode, 15-dy2792wm",,,,Display Size|:|15.6 inches|Disk Size|:|256 GB|RAM|:|-|Operating System|:|Windows 11 S
280,"HP 15” Touchscreen Laptop Newest, AMD Ryzen 3 3250U Notebook for Home and Business, 16 GB RAM, 1TB PCIE SSD, Webcam, HDMI, WiFi, USB-A&C, Windows 11 w/GM Accessory",$519.00,4.4 out of 5 stars,73,Display Size|:|15.6|Disk Size|:|1 TB|RAM|:|-|Operating System|:|Windows 11
281,"Dell Inspiron 14 5425 14"" Laptop Computer - FHD+ (1920 x 1200) Display, AMD Ryzen7 5825U, 8GB DDR4 RAM, 512GB SSD, AMD Radeon Graphics, USB-C, HDMI, Bluetooth 5.2, Wi-Fi 6, Windows 11 Pro - Green",$559.99,4.3 out of 5 stars,164,Display Size|:|14 inches|Disk Size|:|512 GB|RAM|:|8 GB|Operating System|:|Windows 11 Pro
282,"HP Pavalion Laptop, 14"" HD Touchscreen, Intel Core i3-1115G4 Processor, Micro-Edge, Thin & Portable, Micro-Edge & Anti-Glare Screen, Long Battery Life, Windows 11 (16GB RAM | 1TB SSD)",$499.00,4.3 out of 5 stars,284,Display Size|:|14 inches|Disk Size|:|1 TB|RAM|:|16.0 GB|Operating System|:|Windows 11
283,"Azeyou Newest 14.1"" Thin Light Business Student Laptop Computer, up to 2.8GHz Celeron N4020 Processor, 4GB DDR4 RAM, 64GB Storage, 2MP Webcam, WiFi, Bluetooth, Windows 11 Laptop Blue",$151.99,4.3 out of 5 stars,9,Display Size|:|14.1 inches|Disk Size|:|64 GB|RAM|:|4.0 GB|Operating System|:|Windows 11
284,"HP 2023 Newest 17 Laptop, 17.3"" HD+ Touchscreen Display, AMD Ryzen 5 7530U Processor (Beats i7-1165G7), 32GB RAM, 1TB SSD, Wi-Fi 6, HDMI, Backlit KB, Webcam, Windows 11 Home, Silver, KKE Accessories",$679.00,4.2 out of 5 stars,13,Display Size|:|17.3 inches|Disk Size|:|1 TB|RAM|:|32 GB|Operating System|:|Windows 11 Home
